year,location,type_of_crime,incidents,rate_per_100k
2018,Quebec ,"Theft under $5,000",55931,665.71
2018,Quebec ,Trespass,261,3.11
2018,Quebec ,Weapons violations,1853,22.05
2018,Saskatchewan ,Attempted murder,36,3.1
2018,Saskatchewan ,Child pornography,180,15.49
2018,Saskatchewan ,Counterfeiting,53,4.56
2018,Saskatchewan ,Drug violations,2876,247.55
2018,Saskatchewan ,Facilitate terrorist activit,0,0
2018,Saskatchewan ,Firearms related crime,331,28.49
2018,Saskatchewan ,Fraud,6016,517.83
2018,Saskatchewan ,Homicide,34,2.93
2018,Saskatchewan ,Impaired driving,6191,532.9
2018,Saskatchewan ,Motor vehicle theft,5715,491.92
2018,Saskatchewan ,Prostitution,3,0.26
2018,Saskatchewan ,Public incitement of hatred,1,0.09
2018,Saskatchewan ,Robbery,995,85.65
2018,Saskatchewan ,Sexual violations against children,398,34.26
2018,Saskatchewan ,"Theft over $5,000",626,53.88
2018,Saskatchewan ,"Theft under $5,000",22615,1946.6
2018,Saskatchewan ,Trespass,113,9.73
2018,Saskatchewan ,Weapons violations,1565,134.71
2018,Yukon ,Attempted murder,2,4.92
2018,Yukon ,Child pornography,5,12.31
2018,Yukon ,Counterfeiting,3,7.39
2018,Yukon ,Drug violations,168,413.66
2018,Yukon ,Facilitate terrorist activit,0,0
2018,Yukon ,Firearms related crime,7,17.24
2018,Yukon ,Fraud,179,440.75
2018,Yukon ,Homicide,3,7.39
2018,Yukon ,Impaired driving,542,1334.55
2018,Yukon ,Motor vehicle theft,130,320.09
2018,Yukon ,Prostitution,0,0
2018,Yukon ,Public incitement of hatred,0,0
2018,Yukon ,Robbery,16,39.4
2018,Yukon ,Sexual violations against children,28,68.94
2018,Yukon ,"Theft over $5,000",32,78.79
2018,Yukon ,"Theft under $5,000",974,2398.25
2018,Yukon ,Trespass,7,17.24
2018,Yukon ,Weapons violations,13,32.01
2019,Alberta ,Attempted murder,53,1.22
2019,Alberta ,Child pornography,440,10.09
2019,Alberta ,Counterfeiting,196,4.49
2019,Alberta ,Drug violations,8556,196.16
2019,Alberta ,Facilitate terrorist activit,2,0.05
2019,Alberta ,Firearms related crime,567,13
2019,Alberta ,Fraud,23495,538.67
2019,Alberta ,Homicide,100,2.29
2019,Alberta ,Impaired driving,14269,327.14
2019,Alberta ,Motor vehicle theft,23558,540.11
2019,Alberta ,Prostitution,10,0.23
2019,Alberta ,Public incitement of hatred,8,0.18
2019,Alberta ,Robbery,3651,83.71
2019,Alberta ,Sexual violations against children,1396,32.01
2019,Alberta ,"Theft over $5,000",4566,104.68
2019,Alberta ,"Theft under $5,000",104151,2387.86
2019,Alberta ,Trespass,470,10.78
2019,Alberta ,Weapons violations,3325,76.23
2019,British Columbia ,Attempted murder,101,1.98
2019,British Columbia ,Child pornography,2737,53.76
2019,British Columbia ,Counterfeiting,158,3.1
2019,British Columbia ,Drug violations,19810,389.12
2019,British Columbia ,Facilitate terrorist activit,0,0
2019,British Columbia ,Firearms related crime,369,7.25
2019,British Columbia ,Fraud,22537,442.69
2019,British Columbia ,Homicide,90,1.77
2019,British Columbia ,Impaired driving,18240,358.28
2019,British Columbia ,Motor vehicle theft,13356,262.35
2019,British Columbia ,Prostitution,41,0.81
2019,British Columbia ,Public incitement of hatred,11,0.22
2019,British Columbia ,Robbery,2866,56.3
2019,British Columbia ,Sexual violations against children,1473,28.93
2019,British Columbia ,"Theft over $5,000",5346,105.01
2019,British Columbia ,"Theft under $5,000",133276,2617.9
2019,British Columbia ,Trespass,1104,21.69
2019,British Columbia ,Weapons violations,4366,85.76
2019,Manitoba ,Attempted murder,28,2.04
2019,Manitoba ,Child pornography,228,16.65
2019,Manitoba ,Counterfeiting,17,1.24
2019,Manitoba ,Drug violations,2142,156.4
2019,Manitoba ,Facilitate terrorist activit,1,0.07
2019,Manitoba ,Firearms related crime,287,20.96
2019,Manitoba ,Fraud,5741,419.19
2019,Manitoba ,Homicide,72,5.26
2019,Manitoba ,Impaired driving,4241,309.67
2019,Manitoba ,Motor vehicle theft,5546,404.95
2019,Manitoba ,Prostitution,1,0.07
2019,Manitoba ,Public incitement of hatred,2,0.15
2019,Manitoba ,Robbery,2692,196.56
2019,Manitoba ,Sexual violations against children,655,47.83
2019,Manitoba ,"Theft over $5,000",535,39.06
2019,Manitoba ,"Theft under $5,000",29774,2174.01
2019,Manitoba ,Trespass,50,3.65
2019,Manitoba ,Weapons violations,1793,130.92
2019,New Brunswick ,Attempted murder,17,2.19
2019,New Brunswick ,Child pornography,145,18.66
2019,New Brunswick ,Counterfeiting,80,10.3
2019,New Brunswick ,Drug violations,1202,154.72
2019,New Brunswick ,Facilitate terrorist activit,0,0
2019,New Brunswick ,Firearms related crime,81,10.43
2019,New Brunswick ,Fraud,3242,417.32
2019,New Brunswick ,Homicide,17,2.19
2019,New Brunswick ,Impaired driving,2842,365.83
2019,New Brunswick ,Motor vehicle theft,1473,189.61
2019,New Brunswick ,Prostitution,32,4.12
2019,New Brunswick ,Public incitement of hatred,1,0.13
2019,New Brunswick ,Robbery,168,21.63
2019,New Brunswick ,Sexual violations against children,229,29.48
2019,New Brunswick ,"Theft over $5,000",313,40.29
2019,New Brunswick ,"Theft under $5,000",8508,1095.17
2019,New Brunswick ,Trespass,118,15.19
2019,New Brunswick ,Weapons violations,313,40.29
2019,Newfoundland and Labrador,Attempted murder,4,0.76
2019,Newfoundland and Labrador,Child pornography,143,27.32
2019,Newfoundland and Labrador,Counterfeiting,21,4.01
2019,Newfoundland and Labrador,Drug violations,859,164.1
2019,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2019,Newfoundland and Labrador,Firearms related crime,55,10.51
2019,Newfoundland and Labrador,Fraud,1581,302.02
2019,Newfoundland and Labrador,Homicide,5,0.96
2019,Newfoundland and Labrador,Impaired driving,2266,432.88
2019,Newfoundland and Labrador,Motor vehicle theft,437,83.48
2019,Newfoundland and Labrador,Prostitution,0,0
2019,Newfoundland and Labrador,Public incitement of hatred,1,0.19
2019,Newfoundland and Labrador,Robbery,165,31.52
2019,Newfoundland and Labrador,Sexual violations against children,155,29.61
2019,Newfoundland and Labrador,"Theft over $5,000",225,42.98
2019,Newfoundland and Labrador,"Theft under $5,000",4831,922.87
2019,Newfoundland and Labrador,Trespass,32,6.11
2019,Newfoundland and Labrador,Weapons violations,238,45.47
2019,Northwest Territories ,Attempted murder,1,2.22
2019,Northwest Territories ,Child pornography,9,19.99
2019,Northwest Territories ,Counterfeiting,1,2.22
2019,Northwest Territories ,Drug violations,348,772.85
2019,Northwest Territories ,Facilitate terrorist activit,0,0
2019,Northwest Territories ,Firearms related crime,17,37.75
2019,Northwest Territories ,Fraud,219,486.36
2019,Northwest Territories ,Homicide,2,4.44
2019,Northwest Territories ,Impaired driving,1413,3138.05
2019,Northwest Territories ,Motor vehicle theft,178,395.31
2019,Northwest Territories ,Prostitution,0,0
2019,Northwest Territories ,Public incitement of hatred,1,2.22
2019,Northwest Territories ,Robbery,36,79.95
2019,Northwest Territories ,Sexual violations against children,64,142.13
2019,Northwest Territories ,"Theft over $5,000",28,62.18
2019,Northwest Territories ,"Theft under $5,000",1043,2316.34
2019,Northwest Territories ,Trespass,5,11.1
2019,Northwest Territories ,Weapons violations,73,162.12
2019,Nova Scotia ,Attempted murder,42,4.33
2019,Nova Scotia ,Child pornography,130,13.41
2019,Nova Scotia ,Counterfeiting,19,1.96
2019,Nova Scotia ,Drug violations,1105,113.95
2019,Nova Scotia ,Facilitate terrorist activit,0,0
2019,Nova Scotia ,Firearms related crime,71,7.32
2019,Nova Scotia ,Fraud,3986,411.04
2019,Nova Scotia ,Homicide,6,0.62
2019,Nova Scotia ,Impaired driving,3695,381.03
2019,Nova Scotia ,Motor vehicle theft,931,96
2019,Nova Scotia ,Prostitution,4,0.41
2019,Nova Scotia ,Public incitement of hatred,3,0.31
2019,Nova Scotia ,Robbery,239,24.65
2019,Nova Scotia ,Sexual violations against children,313,32.28
2019,Nova Scotia ,"Theft over $5,000",291,30.01
2019,Nova Scotia ,"Theft under $5,000",11760,1212.69
2019,Nova Scotia ,Trespass,200,20.62
2019,Nova Scotia ,Weapons violations,412,42.49
2019,Nunavut ,Attempted murder,6,15.54
2019,Nunavut ,Child pornography,2,5.18
2019,Nunavut ,Counterfeiting,1,2.59
2019,Nunavut ,Drug violations,38,98.41
2019,Nunavut ,Facilitate terrorist activit,0,0
2019,Nunavut ,Firearms related crime,34,88.05
2019,Nunavut ,Fraud,71,183.87
2019,Nunavut ,Homicide,7,18.13
2019,Nunavut ,Impaired driving,702,1817.99
2019,Nunavut ,Motor vehicle theft,108,279.69
2019,Nunavut ,Prostitution,1,2.59
2019,Nunavut ,Public incitement of hatred,0,0
2019,Nunavut ,Robbery,15,38.85
2019,Nunavut ,Sexual violations against children,103,266.74
2019,Nunavut ,"Theft over $5,000",7,18.13
2019,Nunavut ,"Theft under $5,000",313,810.59
2019,Nunavut ,Trespass,3,7.77
2019,Nunavut ,Weapons violations,71,183.87
2019,Ontario ,Attempted murder,348,2.39
2019,Ontario ,Child pornography,709,4.87
2019,Ontario ,Counterfeiting,377,2.59
2019,Ontario ,Drug violations,14490,99.62
2019,Ontario ,Facilitate terrorist activit,0,0
2019,Ontario ,Firearms related crime,1216,8.36
2019,Ontario ,Fraud,55791,383.58
2019,Ontario ,Homicide,253,1.74
2019,Ontario ,Impaired driving,15211,104.58
2019,Ontario ,Motor vehicle theft,23947,164.64
2019,Ontario ,Prostitution,24,0.17
2019,Ontario ,Public incitement of hatred,12,0.08
2019,Ontario ,Robbery,8944,61.49
2019,Ontario ,Sexual violations against children,2319,15.94
2019,Ontario ,"Theft over $5,000",6122,42.09
2019,Ontario ,"Theft under $5,000",191110,1313.95
2019,Ontario ,Trespass,789,5.42
2019,Ontario ,Weapons violations,4570,31.42
2019,Prince Edward Island ,Attempted murder,0,0
2019,Prince Edward Island ,Child pornography,42,26.71
2019,Prince Edward Island ,Counterfeiting,11,6.99
2019,Prince Edward Island ,Drug violations,144,91.57
2019,Prince Edward Island ,Facilitate terrorist activit,0,0
2019,Prince Edward Island ,Firearms related crime,4,2.54
2019,Prince Edward Island ,Fraud,577,366.9
2019,Prince Edward Island ,Homicide,2,1.27
2019,Prince Edward Island ,Impaired driving,1011,642.88
2019,Prince Edward Island ,Motor vehicle theft,145,92.2
2019,Prince Edward Island ,Prostitution,0,0
2019,Prince Edward Island ,Public incitement of hatred,0,0
2019,Prince Edward Island ,Robbery,24,15.26
2019,Prince Edward Island ,Sexual violations against children,52,33.07
2019,Prince Edward Island ,"Theft over $5,000",29,18.44
2019,Prince Edward Island ,"Theft under $5,000",2163,1375.41
2019,Prince Edward Island ,Trespass,76,48.33
2019,Prince Edward Island ,Weapons violations,40,25.44
2019,Quebec ,Attempted murder,203,2.39
2019,Quebec ,Child pornography,941,11.07
2019,Quebec ,Counterfeiting,191,2.25
2019,Quebec ,Drug violations,18605,218.84
2019,Quebec ,Facilitate terrorist activit,0,0
2019,Quebec ,Firearms related crime,412,4.85
2019,Quebec ,Fraud,18606,218.85
2019,Quebec ,Homicide,77,0.91
2019,Quebec ,Impaired driving,14730,173.26
2019,Quebec ,Motor vehicle theft,11922,140.23
2019,Quebec ,Prostitution,17,0.2
2019,Quebec ,Public incitement of hatred,47,0.55
2019,Quebec ,Robbery,3434,40.39
2019,Quebec ,Sexual violations against children,3018,35.5
2019,Quebec ,"Theft over $5,000",3175,37.35
2019,Quebec ,"Theft under $5,000",53988,635.03
2019,Quebec ,Trespass,254,2.99
2019,Quebec ,Weapons violations,1713,20.15
2019,Saskatchewan ,Attempted murder,71,6.06
2019,Saskatchewan ,Child pornography,125,10.66
2019,Saskatchewan ,Counterfeiting,84,7.17
2019,Saskatchewan ,Drug violations,2407,205.32
2019,Saskatchewan ,Facilitate terrorist activit,0,0
2019,Saskatchewan ,Firearms related crime,423,36.08
2019,Saskatchewan ,Fraud,5915,504.56
2019,Saskatchewan ,Homicide,55,4.69
2019,Saskatchewan ,Impaired driving,6338,540.65
2019,Saskatchewan ,Motor vehicle theft,5303,452.36
2019,Saskatchewan ,Prostitution,9,0.77
2019,Saskatchewan ,Public incitement of hatred,6,0.51
2019,Saskatchewan ,Robbery,1115,95.11
2019,Saskatchewan ,Sexual violations against children,534,45.55
2019,Saskatchewan ,"Theft over $5,000",687,58.6
2019,Saskatchewan ,"Theft under $5,000",23000,1961.95
2019,Saskatchewan ,Trespass,129,11
2019,Saskatchewan ,Weapons violations,1777,151.58
2019,Yukon ,Attempted murder,1,2.41
2019,Yukon ,Child pornography,8,19.29
2019,Yukon ,Counterfeiting,4,9.64
2019,Yukon ,Drug violations,243,585.87
2019,Yukon ,Facilitate terrorist activit,0,0
2019,Yukon ,Firearms related crime,8,19.29
2019,Yukon ,Fraud,252,607.57
2019,Yukon ,Homicide,1,2.41
2019,Yukon ,Impaired driving,846,2039.68
2019,Yukon ,Motor vehicle theft,141,339.95
2019,Yukon ,Prostitution,0,0
2019,Yukon ,Public incitement of hatred,0,0
2019,Yukon ,Robbery,22,53.04
2019,Yukon ,Sexual violations against children,28,67.51
2019,Yukon ,"Theft over $5,000",41,98.85
2019,Yukon ,"Theft under $5,000",1141,2750.92
2019,Yukon ,Trespass,8,19.29
2019,Yukon ,Weapons violations,42,101.26
2020,Alberta ,Attempted murder,56,1.27
2020,Alberta ,Child pornography,252,5.7
2020,Alberta ,Counterfeiting,132,2.99
2020,Alberta ,Drug violations,7896,178.57
2020,Alberta ,Facilitate terrorist activit,0,0
2020,Alberta ,Firearms related crime,752,17.01
2020,Alberta ,Fraud,20240,457.72
2020,Alberta ,Homicide,139,3.14
2020,Alberta ,Impaired driving,11530,260.75
2020,Alberta ,Motor vehicle theft,19215,434.54
2020,Alberta ,Prostitution,9,0.2
2020,Alberta ,Public incitement of hatred,14,0.32
2020,Alberta ,Robbery,2926,66.17
2020,Alberta ,Sexual violations against children,1356,30.67
2020,Alberta ,"Theft over $5,000",4140,93.63
2020,Alberta ,"Theft under $5,000",81404,1840.94
2020,Alberta ,Trespass,502,11.35
2020,Alberta ,Weapons violations,3164,71.55
2020,British Columbia ,Attempted murder,102,1.98
2020,British Columbia ,Child pornography,4185,81.3
2020,British Columbia ,Counterfeiting,117,2.27
2020,British Columbia ,Drug violations,20470,397.65
2020,British Columbia ,Facilitate terrorist activit,2,0.04
2020,British Columbia ,Firearms related crime,385,7.48
2020,British Columbia ,Fraud,20947,406.92
2020,British Columbia ,Homicide,98,1.9
2020,British Columbia ,Impaired driving,15776,306.47
2020,British Columbia ,Motor vehicle theft,10359,201.24
2020,British Columbia ,Prostitution,14,0.27
2020,British Columbia ,Public incitement of hatred,24,0.47
2020,British Columbia ,Robbery,2674,51.95
2020,British Columbia ,Sexual violations against children,1374,26.69
2020,British Columbia ,"Theft over $5,000",5351,103.95
2020,British Columbia ,"Theft under $5,000",97700,1897.93
2020,British Columbia ,Trespass,1007,19.56
2020,British Columbia ,Weapons violations,4637,90.08
2020,Manitoba ,Attempted murder,19,1.38
2020,Manitoba ,Child pornography,309,22.4
2020,Manitoba ,Counterfeiting,20,1.45
2020,Manitoba ,Drug violations,2466,178.79
2020,Manitoba ,Facilitate terrorist activit,0,0
2020,Manitoba ,Firearms related crime,280,20.3
2020,Manitoba ,Fraud,5610,406.74
2020,Manitoba ,Homicide,62,4.5
2020,Manitoba ,Impaired driving,4669,338.51
2020,Manitoba ,Motor vehicle theft,4802,348.16
2020,Manitoba ,Prostitution,2,0.15
2020,Manitoba ,Public incitement of hatred,5,0.36
2020,Manitoba ,Robbery,2240,162.41
2020,Manitoba ,Sexual violations against children,704,51.04
2020,Manitoba ,"Theft over $5,000",467,33.86
2020,Manitoba ,"Theft under $5,000",22176,1607.82
2020,Manitoba ,Trespass,41,2.97
2020,Manitoba ,Weapons violations,1777,128.84
2020,New Brunswick ,Attempted murder,10,1.28
2020,New Brunswick ,Child pornography,217,27.77
2020,New Brunswick ,Counterfeiting,41,5.25
2020,New Brunswick ,Drug violations,1529,195.66
2020,New Brunswick ,Facilitate terrorist activit,0,0
2020,New Brunswick ,Firearms related crime,95,12.16
2020,New Brunswick ,Fraud,3984,509.8
2020,New Brunswick ,Homicide,14,1.79
2020,New Brunswick ,Impaired driving,2618,335.01
2020,New Brunswick ,Motor vehicle theft,1501,192.07
2020,New Brunswick ,Prostitution,1,0.13
2020,New Brunswick ,Public incitement of hatred,0,0
2020,New Brunswick ,Robbery,134,17.15
2020,New Brunswick ,Sexual violations against children,213,27.26
2020,New Brunswick ,"Theft over $5,000",315,40.31
2020,New Brunswick ,"Theft under $5,000",6646,850.44
2020,New Brunswick ,Trespass,155,19.83
2020,New Brunswick ,Weapons violations,399,51.06
2020,Newfoundland and Labrador,Attempted murder,1,0.19
2020,Newfoundland and Labrador,Child pornography,105,20.11
2020,Newfoundland and Labrador,Counterfeiting,0,0
2020,Newfoundland and Labrador,Drug violations,910,174.3
2020,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2020,Newfoundland and Labrador,Firearms related crime,49,9.39
2020,Newfoundland and Labrador,Fraud,1478,283.09
2020,Newfoundland and Labrador,Homicide,4,0.77
2020,Newfoundland and Labrador,Impaired driving,2268,434.4
2020,Newfoundland and Labrador,Motor vehicle theft,488,93.47
2020,Newfoundland and Labrador,Prostitution,0,0
2020,Newfoundland and Labrador,Public incitement of hatred,0,0
2020,Newfoundland and Labrador,Robbery,127,24.32
2020,Newfoundland and Labrador,Sexual violations against children,148,28.35
2020,Newfoundland and Labrador,"Theft over $5,000",167,31.99
2020,Newfoundland and Labrador,"Theft under $5,000",3519,674
2020,Newfoundland and Labrador,Trespass,43,8.24
2020,Newfoundland and Labrador,Weapons violations,199,38.12
2020,Northwest Territories ,Attempted murder,1,2.21
2020,Northwest Territories ,Child pornography,17,37.64
2020,Northwest Territories ,Counterfeiting,1,2.21
2020,Northwest Territories ,Drug violations,370,819.29
2020,Northwest Territories ,Facilitate terrorist activit,0,0
2020,Northwest Territories ,Firearms related crime,21,46.5
2020,Northwest Territories ,Fraud,206,456.15
2020,Northwest Territories ,Homicide,6,13.29
2020,Northwest Territories ,Impaired driving,1320,2922.88
2020,Northwest Territories ,Motor vehicle theft,160,354.29
2020,Northwest Territories ,Prostitution,0,0
2020,Northwest Territories ,Public incitement of hatred,1,2.21
2020,Northwest Territories ,Robbery,34,75.29
2020,Northwest Territories ,Sexual violations against children,51,112.93
2020,Northwest Territories ,"Theft over $5,000",21,46.5
2020,Northwest Territories ,"Theft under $5,000",818,1811.3
2020,Northwest Territories ,Trespass,7,15.5
2020,Northwest Territories ,Weapons violations,72,159.43
2020,Nova Scotia ,Attempted murder,47,4.8
2020,Nova Scotia ,Child pornography,86,8.78
2020,Nova Scotia ,Counterfeiting,10,1.02
2020,Nova Scotia ,Drug violations,1088,111.09
2020,Nova Scotia ,Facilitate terrorist activit,0,0
2020,Nova Scotia ,Firearms related crime,78,7.96
2020,Nova Scotia ,Fraud,4666,476.44
2020,Nova Scotia ,Homicide,35,3.57
2020,Nova Scotia ,Impaired driving,3447,351.97
2020,Nova Scotia ,Motor vehicle theft,930,94.96
2020,Nova Scotia ,Prostitution,8,0.82
2020,Nova Scotia ,Public incitement of hatred,3,0.31
2020,Nova Scotia ,Robbery,267,27.26
2020,Nova Scotia ,Sexual violations against children,307,31.35
2020,Nova Scotia ,"Theft over $5,000",279,28.49
2020,Nova Scotia ,"Theft under $5,000",10099,1031.19
2020,Nova Scotia ,Trespass,175,17.87
2020,Nova Scotia ,Weapons violations,424,43.29
2020,Nunavut ,Attempted murder,7,17.79
2020,Nunavut ,Child pornography,2,5.08
